index,cap,line,content
2840,48,11,"retratos, nem cartas, nem memórias, a mesma comoção esvaiu-se, e"
2841,48,12,só me ficaram as letras iniciais.
2842,48,13,
2843,48,14,"Vivi meio recluso, indo de longe em longe a algum baile, ou teatro,"
2844,48,15,"ou palestra, mas a maior parte do tempo passei-a comigo mesmo."
2845,48,16,"Vivia; deixava-me ir ao curso e recurso dos sucessos e dos dias, ora"
2846,48,17,"buliçoso, ora apático, entre a ambição e o desânimo. Escrevia política"
2847,48,18,"e fazia literatura. Mandava artigos e versos para as folhas públicas, e"
2848,48,19,cheguei a alcançar certa reputação de polemista e de poeta. Quando
2849,48,20,"me lembrava do Lobo Neves, que era já deputado, e de Virgília,"
2850,48,21,"futura marquesa, perguntava a mim mesmo por que não seria melhor"
2851,48,22,"deputado e melhor marquês do que o Lobo Neves, — eu, que valia"
2852,48,23,"mais, muito mais do que ele, — e dizia isto a olhar para a ponta do"
2853,48,24,nariz...
2854,48,25,
2855,49,0,CAPÍTULO XLVIII / UM PRIMO DE VIRGÍLIA
2856,49,1,— Sabe quem chegou ontem de São Paulo? perguntou-me uma noite
2857,49,2,Luís Dutra.
2858,49,3,
2859,49,4,"Luís Dutra era um primo de Virgília, que também privava com as"
2860,49,5,musas. Os versos dele agradavam e valiam mais do que os meus;
2861,49,6,"mas ele tinha necessidade da sanção de alguns, que lhe confirmasse"
2862,49,7,"o aplauso dos outros. Como fosse acanhado, não interrogava a"
2863,49,8,ninguém; mas deleitava-se com ouvir alguma palavra de apreço;
2864,49,9,então criava novas forças e arremetia juvenilmente ao trabalho.
2865,49,10,
2866,49,11,"Pobre Luís Dutra! Apenas publicava alguma coisa, corria à minha"
2867,49,12,"casa, e entrava a girar em volta de mim, à espreita de um juízo, de"
2868,49,13,"uma palavra, de um gesto, que lhe aprovasse a recente produção, e"
2869,49,14,"eu falava-lhe de mil coisas diferentes, — do último baile do Catete,"
2870,49,15,"da discussão das câmaras, de berlindas e cavalos, — de tudo, menos"
2871,49,16,"dos seus versos ou prosas. Ele respondia-me, a princípio com"
2872,49,17,"animação, depois mais frouxo, torcia a rédea da conversa para o seu"
2873,49,18,"assunto dele, abria um livro, perguntava-me se tinha algum trabalho"
2874,49,19,"novo, e eu dizia-lhe que sim ou que não, mas torcia a rédea para o"
2875,49,20,"outro lado, e lá ia ele atrás de mim, até que empacava de todo e saía"
2876,49,21,"triste. Minha intenção era fazê-lo duvidar de si mesmo, desanimá-lo,"
2877,49,22,eliminá-lo. E tudo isto a olhar para a ponta do nariz...
2878,49,23,
2879,50,0,CAPÍTULO XLIX / A PONTA DO NARIZ
2880,50,1,"Nariz, consciência sem remorsos, tu me valeste muito na vida... Já"
2881,50,2,"meditaste alguma vez no destino do nariz, amado leitor? A explicação"
2882,50,3,"do Doutor Pangloss é que o nariz foi criado para uso dos óculos, — e"
2883,50,4,tal explicação confesso que até certo tempo me pareceu definitiva;
2884,50,5,"mas veio um dia, em que, estando a ruminar esse e outros pontos"
2885,50,6,"obscuros de filosofia, atinei com a única, verdadeira e definitiva"
2886,50,7,explicação.
2887,50,8,
2888,50,9,"Com efeito, bastou-me atentar no costume do faquir. Sabe o leitor"
2889,50,10,"que o faquir gasta longas horas a olhar para a ponta do nariz, com o"
2890,50,11,fim único de ver a luz celeste. Quando ele finca os olhos na ponta do
2891,50,12,"nariz, perde o sentimento das coisas externas, embeleza-se no"
2892,50,13,"invisível, aprende o impalpável, desvincula-se da terra, dissolve-se,"
2893,50,14,eteriza-se. Essa sublimação do ser pela ponta do nariz é o fenômeno
2894,50,15,"mais excelso do espírito, e a faculdade de a obter não pertence ao"
2895,50,16,faquir somente: é universal. Cada homem tem necessidade e poder
2896,50,17,"de contemplar o seu próprio nariz, para o fim de ver a luz celeste, e"
2897,50,18,"tal contemplação, cujo efeito é a subordinação do universo a um"
2898,50,19,"nariz somente, constitui o equilíbrio das sociedades. Se os narizes se"
2899,50,20,"contemplassem exclusivamente uns aos outros, o gênero humano"
2900,50,21,não chegaria a durar dois séculos: extinguia-se com as primeiras
2901,50,22,tribos.
2902,50,23,
2903,50,24,"Ouço daqui uma objeção do leitor: — Como pode ser assim, diz ele se"
2904,50,25,nunca jamais ninguém não viu estarem os homens a contemplar o
2905,50,26,seu próprio nariz?
2906,50,27,
2907,50,28,"Leitor obtuso, isso prova que nunca entraste no cérebro de um"
2908,50,29,chapeleiro. Um chapeleiro passa por uma loja de chapéus; é a loja de
2909,50,30,"um rival, que a abriu há dois anos; tinha então duas portas, hoje tem"
2910,50,31,quatro; promete ter seis a oito. Nas vidraças ostentam-se os chapéus
2911,50,32,do rival; pelas portas entram os fregueses do rival; o chapeleiro
2912,50,33,"compara aquela loja com a sua, que é mais antiga e tem só duas"
2913,50,34,"portas, e aqueles chapéus com os seus, menos buscados, ainda que"
2914,50,35,"de igual preço. Mortifica-se naturalmente; mas vai andando,"
2915,50,36,"concentrado, com os olhos para baixo ou para a frente, a indagar as"
2916,50,37,"causas da prosperidade do outro e do seu próprio atraso, quando ele"
2917,50,38,chapeleiro é muito melhor chapeleiro do que o outro chapeleiro...
2918,50,39,Nesse instante é que os olhos se fixam na ponta do nariz.
2919,50,40,"A conclusão, portanto, é que há duas forças capitais: o amor, que"
2920,50,41,"multiplica a espécie, e o nariz, que a subordina ao indivíduo."
2921,50,42,"Procriação, equilíbrio."
2922,50,43,
2923,51,0,CAPÍTULO L / VIRGÍLIA CASADA
2924,51,1,"— Quem chegou de São Paulo foi minha prima Virgília, casada com o"
2925,51,2,"Lobo Neves, continuou Luís Dutra."
2926,51,3,
2927,51,4,— Ah!
2928,51,5,
2929,51,6,"— E só hoje é que eu soube uma coisa, seu maganão..."
2930,51,7,
2931,51,8,— Que foi?
2932,51,9,— Que você quis casar com ela.
2933,51,10,
2934,51,11,— Idéias de meu pai. Quem lhe disse isso?
2935,51,12,
2936,51,13,"— Ela mesma. Falei-lhe muito em você, e ela então contou-me tudo."
2937,51,14,"No dia seguinte, estando na Rua do Ouvidor, à porta da tipografia do"
2938,51,15,"Plancher, vi assomar, a distância, uma mulher esplêndida. Era ela; só"
2939,51,16,"a reconheci a poucos passos, tão outra estava, a tal ponto a natureza"
2940,51,17,e a arte lhe haviam dado o último apuro. Cortejamo-nos; ela seguiu;
2941,51,18,"entrou com o marido na carruagem, que os esperava um pouco"
2942,51,19,acima; fiquei atônito.
2943,51,20,
2944,51,21,"Oito dias depois, encontrei-a num baile; creio que chegamos a trocar"
2945,51,22,"duas ou três palavras. Mas noutro baile, dado daí a um mês, em casa"
2946,51,23,"de uma senhora, que ornara os salões do primeiro reinado, e não"
2947,51,24,"desornava então os do segundo, a aproximação foi maior e mais"
2948,51,25,"longa, porque conversamos e valsamos. A valsa é uma deliciosa"
2949,51,26,"coisa. Valsamos; não nego que, ao conchegar ao meu corpo aquele"
2950,51,27,"corpo flexível e magnífico, tive uma singular sensação, uma sensação"
2951,51,28,de homem roubado.
2952,51,29,
2953,51,30,"— Está muito calor, disse ela, logo que acabamos. Vamos ao terraço?"
2954,51,31,— Não; pode constipar-se. Vamos a outra sala.
2955,51,32,
2956,51,33,"Na outra sala estava Lobo Neves, que me fez muitos cumprimentos,"
2957,51,34,"acerca dos meus escritos políticos, acrescentando que nada dizia dos"
2958,51,35,"literários por não entender deles; mas os políticos eram excelentes,"
2959,51,36,bem pensados e bem escritos. Respondi-lhe com iguais esmeros de
2960,51,37,"cortesia, e separamo-nos contentes um do outro."
2961,51,38,
2962,51,39,Cerca de três semanas depois recebi um convite dele para uma
2963,51,40,reunião íntima. Fui; Virgília recebeu-me com esta graciosa palavra: —
2964,51,41,"O senhor hoje há de valsar comigo. — Em verdade, eu tinha fama e"
2965,51,42,era valsista emérito; não admira que ela me preferisse. Valsamos
2966,51,43,"uma vez, e mais outra vez. Um livro perdeu Francesca; cá foi a valsa"
2967,51,44,que nos perdeu. Creio que essa noite apertei-lhe a mão com muita
2968,51,45,"força, e ela deixou-a ficar, como esquecida, e eu a abraçá-la, e todos"
2969,51,46,"com os olhos em nós, e nos outros que também se abraçavam e"
2970,51,47,giravam... Um delírio.
2971,51,48,
2972,52,0,CAPÍTULO LI / É MINHA!
2973,52,1,"— É minha! disse eu comigo, logo que a passei a outro cavalheiro; e"
2974,52,2,"confesso que durante o resto da noite, foi-se-me a idéia entranhando"
2975,52,3,"no espírito, não à força de martelo, mas de verruma, que é mais"
2976,52,4,insinuativa.
2977,52,5,
2978,52,6,— É minha! dizia eu ao chegar à porta de casa.
2979,52,7,"Mas aí, como se o destino ou o acaso, ou o que quer que fosse, se"
2980,52,8,"lembrasse de dar algum pasto aos meus arroubos possessórios,"
2981,52,9,luziu-me no chão uma coisa redonda e amarela. Abaixei-me; era uma
2982,52,10,"moeda de ouro, uma meia dobra."
2983,52,11,
2984,52,12,"— É minha! repeti eu a rir-me, e meti-a no bolso."
2985,52,13,
2986,52,14,"Nessa noite não pensei mais na moeda; mas no dia seguinte,"
2987,52,15,"recordando o caso, senti uns repelões da consciência, e uma voz que"
2988,52,16,me perguntava por que diabo seria minha uma moeda que eu não
2989,52,17,"herdara nem ganhara, mas somente achara na rua. Evidentemente"
2990,52,18,"não era minha; era de outro, daquele que a perdera, rico ou pobre, e"
2991,52,19,"talvez fosse pobre, algum operário que não teria com que dar de"
2992,52,20,"comer à mulher e aos filhos; mas se fosse rico, o meu dever ficava o"
2993,52,21,"mesmo. Cumpria restituir a moeda, e o melhor meio, o único meio,"
2994,52,22,era fazê-lo por intermédio de um anúncio ou da polícia. Enviei uma
2995,52,23,"carta ao chefe de polícia, remetendo-lhe o achado, e rogando-lhe"
2996,52,24,"que, pelos meios a seu alcance, fizesse devolvê-lo às mãos do"
2997,52,25,verdadeiro dono.
2998,52,26,
2999,52,27,"Mandei a carta e almocei tranqüilo, posso até dizer que jubiloso."
3000,52,28,"Minha consciência valsara tanto na véspera, que chegou a ficar"
3001,52,29,"sufocada, sem respiração; mas a restituição da meia dobra foi uma"
3002,52,30,janela que se abriu para o outro lado da moral; entrou uma onda de
3003,52,31,"ar puro, e a pobre dama respirou à larga. Ventilai as consciências!"
3004,52,32,"não vos digo mais nada. Todavia, despido de quaisquer outras"
3005,52,33,"circunstâncias, o meu ato era bonito, porque exprimia um justo"
3006,52,34,"escrúpulo, um sentimento de alma delicada. Era o que me dizia a"
3007,52,35,"minha dama interior, com um modo austero e meigo a um tempo; é"
3008,52,36,"o que ela me dizia, reclinada ao peitoril da janela aberta."
3009,52,37,
3010,52,38,"— Fizeste bem, Cubas; andaste perfeitamente. Este ar não é só puro,"
3011,52,39,"é balsâmico, é uma transpiração dos eternos jardins. Queres ver o"
3012,52,40,"que fizeste, Cubas?"
3013,52,41,
3014,52,42,"E a boa dama sacou um espelho e abriu-mo diante dos olhos. Vi,"
3015,52,43,"claramente vista, a meia dobra da véspera, redonda, brilhante,"
3016,52,44,"multiplicando-se por si mesma, — ser dez — depois trinta — depois"
3017,52,45,"quinhentas, — exprimindo assim o benefício que me daria na vida e"
3018,52,46,na morte o simples ato da restituição. E eu espraiava todo o meu ser
3019,52,47,"na contemplação daquele ato, revia-me nele, achava-me bom, talvez"
3020,52,48,"grande. Uma simples moeda, hem? Vejam o que é ter valsado um"
3021,52,49,poucochinho mais.
3022,52,50,
3023,52,51,"Assim eu, Brás Cubas, descobri uma lei sublime, a lei da equivalência"
3024,52,52,"das janelas, e estabeleci que o modo de compensar uma janela"
3025,52,53,"fechada é abrir outra, a fim de que a moral possa arejar"
3026,52,54,continuamente a consciência. Talvez não entendas o que aí fica;
3027,52,55,"talvez queiras uma coisa mais concreta, um embrulho, por exemplo,"
3028,52,56,um embrulho misterioso. Pois toma lá o embrulho misterioso.
3029,52,57,
3030,53,0,CAPÍTULO LII / O EMBRULHO MISTERIOSO
3031,53,1,"Foi o caso que, alguns dias depois, indo eu a Botafogo, tropecei num"
3032,53,2,"embrulho, que estava na praia. Não digo bem; houve menos"
3033,53,3,"tropeção que pontapé. Vendo um embrulho, pão grande, mas limpo e"
3034,53,4,"corretamente feito, atado com um barbante rijo, uma coisa que"
3035,53,5,"parecia alguma coisa, lembrou-me bater-lhe com o pé, assim por"
3036,53,6,"experiência, e bati, e o embrulho resistiu. Relanceei os olhos em volta"
3037,53,7,"de mim; a praia estava deserta; ao longe uns meninos brincavam, —"
3038,53,8,"um pescador curava as redes ainda mais longe, — ninguém que"
3039,53,9,"pudesse ver a minha ação; inclinei-me, apanhei o embrulho e segui."
3040,53,10,"Segui, mas não sem receio. Podia ser uma pulha de rapazes. Tive"
3041,53,11,"idéia de devolver o achado à praia, mas apalpei-o e rejeitei a idéia."
3042,53,12,"Um pouco adiante, desandei o caminho e guiei para casa."
3043,53,13,
3044,53,14,"— Vejamos, disse eu ao entrar no gabinete."
3045,53,15,
3046,53,16,"E hesitei um instante, creio que por vergonha; assaltou-me outra vez"
3047,53,17,o receio da pulha. É certo que não havia ali nenhuma testemunha
3048,53,18,"externa; mas eu tinha dentro de mim mesmo um garoto, que havia"
3049,53,19,"de assobiar, guinchar, grunhir, patear, apupar, cacarejar, fazer o"
3050,53,20,"diabo, se me visse abrir o embrulho e achar dentro uma dúzia de"
3051,53,21,lenços velhos ou duas dúzias de goiabas podres. Era tarde; a
3052,53,22,"curiosidade estava aguçada, como deve estar a do leitor; desfiz o"
3053,53,23,"embrulho, e vi... achei... contei... recontei nada menos de cinco"
3054,53,24,contos de réis. Nada menos. Talvez uns dez mil-réis mais. Cinco
3055,53,25,"contos em boas notas e moedas, tudo asseadinho e arranjadinho, um"
3056,53,26,achado raro. Embrulhei-as de novo. Ao jantar pareceu-me que um
3057,53,27,dos moleques falara a outro com os olhos. Ter-me-iam espreitado?
3058,53,28,"Interroguei-os discretamente, e concluí que não. Sobre o jantar fui"
3059,53,29,"outra vez ao gabinete, examinei o dinheiro, e ri-me dos meus"
3060,53,30,"cuidados maternais a respeito de cinco contos, — eu, que era"
3061,53,31,abastado.
3062,53,32,
3063,53,33,"Para não pensar mais naquilo fui de noite à casa do Lobo Neves, que"
3064,53,34,instara muito comigo não deixasse de freqüentar as recepções da
3065,53,35,mulher. Lá encontrei o chefe de polícia; fui-lhe apresentado; ele
3066,53,36,lembrou-se logo da carta e da meia dobra que eu lhe remetera
3067,53,37,alguns dias antes. Aventou o caso; Virgília pareceu saborear o meu
3068,53,38,"procedimento, e cada um dos presentes acertou de contar uma"
3069,53,39,"anedota análoga, que eu ouvi com impaciência de mulher histérica."
3070,53,40,
3071,53,41,"De noite, no dia seguinte, em toda aquela semana pensei o menos"
3072,53,42,"que pude nos cinco contos, e até confesso que os deixei muito"
3073,53,43,quietinhos na gaveta da secretária. Gostava de falar de todas as
3074,53,44,"coisas, menos de dinheiro, e principalmente de dinheiro achado;"
3075,53,45,"todavia não era crime achar dinheiro, era uma felicidade, um bom"
3076,53,46,"acaso, era talvez um lance da Providência. Não podia ser outra coisa."
3077,53,47,"Não se perdem cinco contos, como se perde um lenço de tabaco."
3078,53,48,"Cinco contos levam-se com trinta mil sentidos, apalpam-se a miúdo,"
3079,53,49,"não se lhes tiram os olhos de cima, nem as mãos, nem o"
3080,53,50,"pensamento, e para se perderem assim tolamente, numa praia, é"
3081,53,51,"necessário que... Crime é que não podia ser o achado; nem crime,"
3082,53,52,"nem desonra, nem nada que embaciasse o caráter de um homem."
3083,53,53,"Era um achado, um acerto feliz, como a sorte grande, como as"
3084,53,54,"apostas de cavalo, como os ganhos de um jogo honesto e até direique a minha felicidade era merecida, porque eu não me sentia mau,"
3085,53,55,nem indigno dos benefícios da Providência.
3086,53,56,
3087,53,57,"— Estes cinco contos, dizia eu comigo, três semanas depois, hei de"
3088,53,58,"empregá-los em alguma ação boa, talvez um dote a alguma menina"
3089,53,59,"pobre, ou outra coisa assim... hei de ver..."
3090,53,60,
3091,53,61,Nesse mesmo dia levei-os ao Banco do Brasil. Lá me receberam com
3092,53,62,"muitas e delicadas alusões ao caso da meia dobra, cuja notícia"
3093,53,63,andava já espalhada entre as pessoas do meu conhecimento;
3094,53,64,respondi enfadado que a coisa não valia a pena de tamanho
3095,53,65,"estrondo; louvaram-me então a modéstia, — e porque eu me"
3096,53,66,"encolerizasse, replicaram-me que era simplesmente grande."
3097,53,67,
3098,54,0,CAPÍTULO LIII / . . . . .
3099,54,1,Virgília é que já se não lembrava da meia dobra; toda ela estava
3100,54,2,"concentrada em mim, nos meus olhos, na minha vida, no meu"
3101,54,3,"pensamento; — era o que dizia, e era verdade."
3102,54,4,
3103,54,5,Há umas plantas que nascem e crescem depressa; outras são tardias
3104,54,6,e pecas. O nosso amor era daquelas; brotou com tal ímpeto e tanta
3105,54,7,"seiva, que, dentro em pouco, era a mais vasta, folhuda e exuberante"
3106,54,8,"criatura dos bosques. Não lhes poderei dizer, ao certo, os dias que"
3107,54,9,"durou esse crescimento. Lembra-me, sim, que, em certa noite,"
3108,54,10,"abotoou-se a flor, ou o beijo, se assim lhe quiserem chamar, um"
3109,54,11,"beijo que ela me deu, trêmula, — coitadinha, — trêmula de medo,"
3110,54,12,"porque era ao portão da chácara. Uniu-nos esse beijo único, — breve"
3111,54,13,"como a ocasião, ardente como o amor, prólogo de uma vida de"
3112,54,14,"delícias, de terrores, de remorsos, de prazeres que rematavam em"
3113,54,15,"dor, de aflições que desabrochavam em alegria, — uma hipocrisia"
3114,54,16,"paciente e sistemática, único freio de uma paixão sem freio, — vida"
3115,54,17,"de agitações, de cóleras, de desesperos e de ciúmes, que uma hora"
3116,54,18,"pagava à farta e de sobra; mas outra hora vinha e engolia aquela,"
3117,54,19,"como tudo mais, para deixar à tona as agitações e o resto, e o resto"
3118,54,20,"do resto, que é o fastio e a saciedade: tal foi o livro daquele prólogo."
3119,54,21,
3120,55,0,CAPÍTULO LIV / A PÊNDULA
3121,55,1,"Saí dali a saborear o beijo. Não pude dormir; estirei-me na cama, é"
3122,55,2,"certo, mas foi o mesmo que nada. Ouvi as horas todas da noite."
3123,55,3,"Usualmente, quando eu perdia o sono, o bater da pêndula fazia-me"
3124,55,4,"muito mal; esse tique-taque soturno, vagaroso e seco parecia dizer a"
3125,55,5,cada golpe que eu ia ter um instante menos de vida. Imaginava
3126,55,6,"então um velho diabo, sentado entre dois sacos, o da vida e o da"
3127,55,7,"morte, a tirar as moedas da vida para dá-las à morte, e a contá-las"
3128,55,8,assim:
3129,55,9,
3130,55,10,— Outra de menos...
3131,55,11,— Outra de menos...— Outra de menos...
3132,55,12,— Outra de menos...
3133,55,13,
3134,55,14,"O mais singular é que, se o relógio parava, eu dava-lhe corda, para"
3135,55,15,"que ele não deixasse de bater nunca, e eu pudesse contar todos os"
3136,55,16,"meus instantes perdidos. Invenções há, que se transformam ou"
3137,55,17,acabam; as mesmas instituições morrem; o relógio é definitivo e
3138,55,18,"perpétuo. O derradeiro homem, ao despedir-se do sol frio e gasto, há"
3139,55,19,"de ter um relógio na algibeira, para saber a hora exata em que"
3140,55,20,morre.
3141,55,21,
3142,55,22,"Naquela noite não padeci essa triste sensação de enfado, mas outra,"
3143,55,23,"e deleitosa. As fantasias tumultuavam-me cá dentro, vinham umas"
3144,55,24,"sobre outras, à semelhança de devotas que se abalroam para ver o"
3145,55,25,"anjo-cantor das procissões. Não ouvia os instantes perdidos, mas os"
3146,55,26,minutos ganhados. De certo tempo em diante não ouvi coisa
3147,55,27,"nenhuma, porque o meu pensamento, ardiloso e traquinas, saltou"
3148,55,28,pela janela fora e bateu as asas na direção da casa de Virgília. Aí
3149,55,29,"achou no peitoril de uma janela o pensamento de Virgília, saudaram-se e ficaram de palestra. Nós a rolarmos na cama, talvez com frio,"
3150,55,30,"necessitados de repouso, e os dois vadios ali postos, a repetirem o"
3151,55,31,velho diálogo de Adão e Eva.
3152,55,32,
3153,56,0,CAPÍTULO LV / O VELHO DIÁLOGO DE ADÃO E EVA
3154,56,1,BRÁS CUBAS................................?
3155,56,2,VIRGÍLIA...............................
3156,56,3,BRÁS
3157,56,4,CUBAS.......................................................................................
3158,56,5,.........
3159,56,6,........................................................
3160,56,7,
3161,56,8,VIRGÍLIA..........................................!
3162,56,9,BRÁS CUBAS.................................
3163,56,10,VIRGÍLIA....................................................................................
3164,56,11,......................................................................?
3165,56,12,..................................................
3166,56,13,.......................................................
3167,56,14,
3168,56,15,BRÁS CUBAS.................................
3169,56,16,VIRGÍLIA...............................................
3170,56,17,BRÁS
3171,56,18,CUBAS.......................................................................................
3172,56,19,.......
3173,56,20,.............................
3174,56,21,..........!..............................!...........................!
3175,56,22,VIRGÍLIA....................................................?
3176,56,23,BRÁS CUBAS..............................................!
3177,56,24,VIRGÍLIA...................................................!
3178,56,25,
3179,57,0,CAPÍTULO LVI / O MOMENTO OPORTUNO
3180,57,1,"Mas, com a breca! quem me explicará a razão desta diferença? Um"
3181,57,2,"dia vimo-nos, tratamos o casamento, desfizemo-lo e separamo-nos, a"
3182,57,3,"frio, sem dor, porque não houvera paixão nenhuma; mordeu-me"
3183,57,4,"apenas algum despeito e nada mais. Correm anos, torno a vê-la,"
3184,57,5,"damos três ou quatro giros de valsa, e eis-nos a amar um ao outro"
3185,57,6,"com delírio. A beleza de Virgília chegara, é certo, a um alto grau de"
3186,57,7,"apuro, mas nós éramos substancialmente os mesmos, e eu, à minha"
3187,57,8,"parte, não me tornara mais bonito nem mais elegante. Quem me"
3188,57,9,explicará a razão dessa diferença?
3189,57,10,
3190,57,11,A razão não podia ser outra senão o momento oportuno. Não era
3191,57,12,"oportuno o primeiro momento, porque, se nenhum de nós estava"
3192,57,13,"verde para o amor, ambos o estávamos para o nosso amor: distinção"
3193,57,14,fundamental. Não há amor possível sem a oportunidade dos sujeitos.
3194,57,15,"Esta explicação achei-a eu mesmo, dois anos depois do beijo, um dia"
3195,57,16,em que Virgília se me queixava de um pintalegrete que lá ia e
3196,57,17,tenazmente a galanteava.
3197,57,18,
3198,57,19,— Que importuno! dizia ela fazendo uma careta de raiva.
3199,57,20,
3200,57,21,"Estremeci, fitei-a, vi que a indignação era sincera; então ocorreu-me"
3201,57,22,"que talvez eu tivesse provocado alguma vez aquela mesma careta, e"
3202,57,23,compreendi logo toda a grandeza da minha evolução. Tinha vindo de
3203,57,24,importuno a oportuno.
3204,57,25,
3205,58,0,CAPÍTULO LVII / DESTINO
3206,58,1,"Sim, senhor, amávamos. Agora, que todas as leis sociais no-lo"
3207,58,2,"impediam, agora é que nos amávamos deveras. Achávamo-nos"
3208,58,3,"jungidos um ao outro, como as duas almas que o poeta encontrou no"
3209,58,4,Purgatório:
3210,58,5,
3211,58,6,"Di pari, come buoi, che vanno a giogo;"
3212,58,7,
3213,58,8,"e digo mal, comparando-nos a bois, porque nós éramos outra espécie"
3214,58,9,"de animal menos tardo, mais velhaco e lascivo. Eis-nos a caminharsem saber até onde, nem por que estradas escusas; problema que"
3215,58,10,"me assustou, durante algumas semanas, mas cuja solução entreguei"
3216,58,11,"ao destino. Pobre Destino! Onde andarás agora, grande procurador"
3217,58,12,"dos negócios humanos? Talvez estejas a criar pele nova, outra cara,"
3218,58,13,"outras maneiras, outro nome, e não é impossível que... Já me não"
3219,58,14,lembra onde estava... Ah! nas estradas escusas. Disse eu comigo que
3220,58,15,já agora seria o que Deus quisesse. Era a nossa sorte amar-nos; se
3221,58,16,"assim não fora, como explicaríamos a valsa e o resto? Virgília"
3222,58,17,"pensava a mesma coisa. Um dia, depois de me confessar que tinha"
3223,58,18,"momentos de remorsos, como eu lhe dissesse que, se tinha"
3224,58,19,"remorsos, é porque me não tinha amor, Virgília cingiu-me com os"
3225,58,20,"seus magníficos braços, murmurando:"
3226,58,21,
3227,58,22,"— Amo-te, é a vontade do Céu."
3228,58,23,
3229,58,24,E esta palavra não vinha à toa; Virgília era um pouco religiosa. Não
3230,58,25,"ouvia missa aos domingos, é verdade, e creio até que só ia às igrejas"
3231,58,26,"em dia de festa, e quando havia lugar vago em alguma tribuna. Mas"
3232,58,27,"rezava todas as noites, com fervor, ou, pelo menos, com sono. Tinha"
3233,58,28,"medo às trovoadas; nessas ocasiões, tapava os ouvidos, e"
3234,58,29,resmoneava todas as orações do catecismo. Na alcova dela havia um
3235,58,30,"oratoriozinho de jacarandá, obra de talha, de três palmos de altura,"
3236,58,31,com três imagens dentro; mas não falava dele às amigas; ao
3237,58,32,"contrário, tachava de beatas as que eram só religiosas. Algum tempo"
3238,58,33,"desconfiei que havia nela certo vexame de crer, e que a sua religião"
3239,58,34,"era uma espécie de camisa de flanela, preservativa e clandestina;"
3240,58,35,mas evidentemente era engano meu.
3241,58,36,
3242,59,0,CAPÍTULO LVIII / CONFIDÊNCIA
3243,59,1,"Lobo Neves, a princípio, metia-me grandes sustos. Pura ilusão! Como"
3244,59,2,"adorasse a mulher, não se vexava de mo dizer muitas vezes; achava"
3245,59,3,"que Virgília era a perfeição mesma, um conjunto de qualidades"
3246,59,4,"sólidas e finas, amorável, elegante, austera, um modelo. E a"
3247,59,5,"confiança não parava aí. De fresta que era, chegou a porta"
3248,59,6,escancarada. Um dia confessou-me que trazia uma triste carcoma na
3249,59,7,existência; faltava-lhe a glória pública. Animei-o; disse-lhe muitas
3250,59,8,"coisas bonitas, que ele ouviu com aquela unção religiosa de um"
3251,59,9,desejo que não quer acabar de morrer; então compreendi que a
3252,59,10,"ambição dele andava cansada de bater as asas, sem poder abrir o"
3253,59,11,"vôo. Dias depois disse-me todos os seus tédios e desfalecimentos, as"
3254,59,12,"amarguras engolidas, as raivas sopitadas; contou-me que a vida"
3255,59,13,"política era um tecido de invejas, despeitos, intrigas, perfídias,"
3256,59,14,"interesses, vaidades. Evidentemente havia aí uma crise de"
3257,59,15,melancolia; tratei de combatê-la.
3258,59,16,
3259,59,17,"— Sei o que lhe digo, replicou-me com tristeza. Não pode imaginar o"
3260,59,18,"que tenho passado. Entrei na política por gosto, por família, por"
3261,59,19,"ambição, e um pouco por vaidade. Já vê que reuni em mim só todos"
3262,59,20,os motivos que levam o homem à vida pública; faltou-me só o
3263,59,21,"interesse de outra natureza. Vira o teatro pelo lado da platéia; e,"
3264,59,22,"palavra, que era bonito! Soberbo cenário, vida, movimento e graça"
3265,59,23,na representação. Escriturei-me; deram-me um papel que... Mas
3266,59,24,para que o estou a fatigar com isto? Deixe-me ficar com as minhasamofinações. Creia que tenho passado horas e dias... Não há
3267,59,25,"constância de sentimentos, não há gratidão, não há nada... nada...."
3268,59,26,nada...
3269,59,27,
3270,59,28,"Calou-se, profundamente abatido, com os olhos no ar, parecendo não"
3271,59,29,"ouvir coisa nenhuma, a não ser o eco de seus próprios pensamentos."
3272,59,30,"Após alguns instantes, ergueu-se e estendeu-me a mão: — O senhor"
3273,59,31,"há de rir-se de mim, disse ele; mas desculpe aquele desabafo; tinha"
3274,59,32,"um negócio, que me mordia o espírito. E ria, de um jeito sombrio e"
3275,59,33,triste; depois pediu-me que não referisse a ninguém o que se passara
3276,59,34,entre nós; ponderei-lhe que a rigor não se passara nada. Entraram
3277,59,35,"dois deputados e um chefe político da paróquia. Lobo Neves recebeu-os com alegria, a princípio um tanto postiça, mas logo depois natural."
3278,59,36,
3279,59,37,"No fim de meia hora, ninguém diria que ele não era o mais"
3280,59,38,"afortunado dos homens; conversava, chasqueava, e ria, e riam todos."
3281,59,39,
3282,60,0,CAPÍTULO LIX / UM ENCONTRO
3283,60,1,"Deve ser um vinho enérgico a política, dizia eu comigo, ao sair da"
3284,60,2,"casa de Lobo Neves; e fui andando, fui andando, até que na Rua dos"
3285,60,3,"Barbonos vi uma sege, e dentro um dos ministros, meu antigo"
3286,60,4,"companheiro de colégio. Cortejamo-nos afetuosamente, a sege"
3287,60,5,"seguiu, e eu fui andando... andando... andando..."
3288,60,6,
3289,60,7,— Por que não serei eu ministro?
3290,60,8,
